Sales Person,Country,Product,Date,Amount ($),Boxes Shipped
Beatriz Cardoso,South Korea,Sunday Riley Luna Sleeping Night Oil 20ml,2023-03-13,10363.47,119
Maria Moreira,United Kingdom,Olay Luminous Whip Face Moisturiser 200ml,2024-07-06,590.77,93
Pedro Pereira,Spain,Estée Lauder Re-Nutriv Ultimate Lift Age-Correcting Crème 60ml,2020-03-13,32049.31,282
Diogo Martins,Japan,Kiehl's Creamy Eye Treatment with Avocado 20ml,2021-06-26,5554.4,64
Rafael Pereira,Netherlands,CeraVe AM Facial Moisturising Lotion SPF25 150ml,2022-01-18,7836.83,72
Laura Fernandes,Italy,Bioderma Cicabio Arnica+ Repairing Cream 340g,2020-12-22,3378.87,31
Laura Pereira,France,COSRX Full Fit Propolis Light Cream 30ml,2023-11-10,1617.86,19
Tiago Gomes,China,The Ordinary Buffet Multi-Technology Peptide Serum 15ml,2021-08-29,3860.63,87
Tiago Carvalho,United Kingdom,Skinceuticals Phyto Corrective Gel 20ml,2022-11-30,10717.11,136
Carolina Ferreira,India,Skinceuticals B5 Gel Hydrating Serum 30ml,2024-10-30,763.54,30
Leonor Rodrigues,Thailand,Avène Eau Thermale Spray 30g,2021-09-05,1193.67,115
Rodrigo Cruz,Brazil,Skinceuticals Phyto Corrective Gel 30g,2023-01-28,7316.13,80
Margarida Teixeira,Japan,Tatcha The Indigo Overnight Repair Treatment 60ml,2020-02-09,16769.01,212
Carolina Coelho,Philippines,Paula's Choice RESIST Anti-Aging Clear Skin Hydrator 250ml,2021-04-30,3123.5,32
Sara Ferreira,Thailand,Clinique All About Eyes Rich 200ml,2022-06-04,1477.99,24
Maria Fernandes,France,Drunk Elephant Protini Polypeptide Cream 40ml,2020-09-01,2845.66,152
Dinis Pereira,China,CeraVe Renewing SA Cream 30g,2024-05-07,838.41,39
Catarina Correia,South Korea,Murad Brightening Booster 20ml,2020-04-30,8639.23,89
Tiago Cardoso,Thailand,CeraVe Renewing SA Cream 30ml,2021-07-22,2055.78,130
Dinis Cardoso,United Kingdom,Neutrogena Hydro Boost Water Gel 340g,2024-08-08,6918.35,107
Inês Cruz,Thailand,CeraVe Moisturising Cream 100ml,2022-01-16,9540.37,131
Clara Monteiro,Indonesia,Tatcha The Clarifying Clay Mask 75ml,2022-05-13,3567.34,118
Sara Almeida,Singapore,COSRX AC Collection Lightweight Soothing Moisturizer 56.7g,2023-07-14,4221.59,136
Rafael Mendes,United Kingdom,Olay Vitamin C + Peptide 24 Face Moisturizer 60ml,2021-04-20,1648.62,57
Mariana Mendes,Mexico,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 15ml,2020-07-19,9060.72,153
Sofia Nunes,Spain,Avène Hydrance Rich Rehydrating Cream 50ml,2022-04-23,1418.18,14
Sofia Jesus,India,Drunk Elephant Virgin Marula Luxury Face Oil 100ml,2022-03-18,1589.93,33
Rodrigo Teixeira,United Kingdom,Bioderma Nodé Detox Shampoo 150ml,2020-11-09,4043.49,73
Laura Pereira,China,Olay Eyes Ultimate Eye Cream 200ml,2023-09-06,1748.76,17
Afonso Oliveira,United States,REN Clean Skincare Perfect Canvas Clean Primer 60ml,2024-08-07,1875.51,43
Joana Teixeira,United Kingdom,La Roche-Posay Cicaplast Baume B5 50ml,2020-05-30,3324.44,106
Martim Cardoso,Germany,COSRX Ultimate Moisturizing Honey Overnight Mask 56.7g,2022-07-01,10377.3,113
Margarida Pereira,Netherlands,Olay Regenerist Micro-Sculpting Cream 50ml,2024-03-03,3641.62,32
Laura Fernandes,Mexico,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 200ml,2022-06-13,5230.89,86
João Nunes,Indonesia,Neutrogena Hydro Boost Water Gel 60ml,2023-10-27,27604.32,264
Tiago Gomes,Chile,Sunday Riley Auto Correct Brightening and Depuffing Eye Contour Cream 56.7g,2020-09-22,8328.97,150
Joana Santos,Singapore,Clinique Smart Night Custom-Repair Moisturiser 50ml,2022-05-15,1516.88,52
Inês Ferreira,Spain,La Roche-Posay Toleriane Hydrating Gentle Cleanser 50ml,2023-08-25,6188.81,138
Mariana Mendes,United States,Drunk Elephant F-Balm Electrolyte Waterbalm 60ml,2023-02-16,6583.7,115
Afonso Monteiro,Thailand,Neutrogena Oil-Free Acne Wash 50ml,2022-12-03,2548.08,26
Sofia Rodrigues,Indonesia,La Roche-Posay Anthelios Invisible Fluid SPF50+ 56.7g,2024-11-27,6009.72,84
Inês Cruz,France,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 20ml,2020-08-30,1171.18,15
Carolina Vieira,Sweden,Clinique Even Better Clinical Radical Dark Spot Corrector 15ml,2022-07-07,14175.17,149
Francisco Jesus,Singapore,Olay Vitamin C + Peptide 24 Face Moisturizer 75ml,2022-04-13,4060.72,69
Margarida Teixeira,Canada,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 30ml,2022-01-20,801.19,71
Maria Correia,Chile,The Ordinary Buffet Multi-Technology Peptide Serum 56.7g,2024-08-11,8007.27,226
Carolina Ferreira,South Korea,Sunday Riley Tidal Brightening Enzyme Water Cream 125ml,2023-08-18,13539.46,356
João Vieira,Sweden,Paula's Choice CLINICAL 1% Retinol Treatment 50ml,2020-03-01,6854.66,59
Carolina Ferreira,United States,Pixi Hydrating Milky Serum 20ml,2020-08-16,14024.21,131
Francisco Mendes,Mexico,Clinique Dramatically Different Moisturising Lotion+ 40ml,2021-01-13,21494.24,222
Dinis Silva,Italy,Drunk Elephant Lala Retro Whipped Cream 340g,2020-10-02,7790.68,70
Margarida Cardoso,France,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 125ml,2020-11-25,3597.2,40
Rodrigo Pereira,Sweden,Clinique Repairwear Laser Focus Eye Cream 56.7g,2023-07-19,2415.22,88
Miguel Marques,United States,Clinique Turnaround Overnight Revitalizing Moisturizer 56.7g,2021-05-11,25292.3,432
Inês Ribeiro,Brazil,Paula's Choice BOOST 10% Niacinamide Booster 50ml,2024-08-16,10172.74,223
Laura Mendes,Italy,First Aid Beauty KP Bump Eraser Body Scrub 125ml,2020-02-29,6451.97,118
Inês Ferreira,United Kingdom,COSRX Advanced Snail 96 Mucin Power Essence 50ml,2021-05-15,7972.41,145
Carolina Silva,Japan,Olay Vitamin C + Peptide 24 Face Moisturizer 30ml,2024-06-28,1291.08,141
Clara Monteiro,Chile,The Ordinary Retinol 0.5% in Squalane 30ml,2020-03-18,850.66,25
Tiago Almeida,India,Paula's Choice CLINICAL 1% Retinol Treatment 200ml,2023-02-23,25895.97,257
Clara Mendes,China,Skinceuticals Physical Fusion UV Defense SPF 50 40ml,2024-12-23,1558.19,91
João Martins,Indonesia,Murad Oil-Control Mattifier SPF45 40ml,2020-11-11,25979.22,347
Sofia Jesus,Colombia,Olay Retinol24 Night Moisturizer 20ml,2024-11-30,6769.87,244
João Mendes,Chile,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 100ml,2020-07-26,23743.72,317
Laura Costa,Singapore,Murad Rapid Resurgence Eye Lift 20ml,2022-01-31,5076.39,89
Guilherme Neves,Philippines,CeraVe Hydrating Cleanser 56.7g,2020-09-18,7544.64,88
João Vieira,Philippines,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 125ml,2023-02-06,41214.65,353
Rodrigo Moreira,Colombia,Olay Regenerist Collagen Peptide24 Serum 30ml,2024-07-02,1400.99,102
João Martins,Sweden,COSRX Advanced Snail 92 All in One Cream 15ml,2022-06-02,3145.98,32
Clara Ferreira,Chile,Bioderma Cicabio Arnica+ Repairing Cream 30ml,2024-02-25,10529.95,105
João Nunes,Indonesia,COSRX Advanced Snail 92 All in One Cream 15ml,2021-06-26,1254.87,13
Diogo Costa,Brazil,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 40ml,2022-03-06,3696.68,173
Martim Cardoso,South Korea,La Roche-Posay Lipikar Balm AP+ 200ml,2022-01-08,11468.76,102
Diogo Cardoso,Colombia,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 60ml,2022-11-08,13989.97,253
Francisco Almeida,Singapore,Avène Eau Thermale Spray 40ml,2024-12-19,9532.25,88
Tiago Jesus,Philippines,Neutrogena Cellular Boost Concentrate Serum 30ml,2023-03-26,5043.11,51
Francisco Vieira,Mexico,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 75ml,2022-09-21,941.14,61
Dinis Monteiro,India,Bioderma Hydrabio Gel-Crème 60ml,2022-06-17,5548.75,101
Diogo Monteiro,Argentina,The Ordinary Niacinamide 10% + Zinc 1% 20ml,2022-02-26,1543.88,37
Leonor Jesus,India,First Aid Beauty Ultra Repair Tinted Moisturizer SPF 30 20ml,2023-09-15,19041.02,232
Inês Nunes,United Kingdom,Pixi Hydrating Milky Serum 200ml,2020-10-02,2864.87,42
Diogo Monteiro,Sweden,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 40ml,2023-06-20,16364.57,417
Francisco Almeida,Mexico,Olay Total Effects 7-in-1 Moisturiser 200ml,2024-12-02,9883.5,206
Gonçalo Rodrigues,Germany,Pixi Rose Ceramide Cream 60ml,2022-05-01,2374.41,35
Matilde Cruz,Brazil,Clinique Dramatically Different Moisturising Lotion+ 56.7g,2021-06-20,3047.98,119
Leonor Marques,Brazil,Olay Total Effects 7-in-1 Moisturiser 50ml,2023-09-09,894.99,27
Rodrigo Jesus,Netherlands,Neutrogena Oil-Free Acne Wash 15ml,2023-06-15,2893.35,73
Joana Fernandes,Italy,CeraVe PM Facial Moisturising Lotion 200ml,2021-04-08,9816.29,121
Afonso Martins,United Kingdom,First Aid Beauty KP Bump Eraser Body Scrub 56.7g,2020-10-16,15354.69,148
Ana Nunes,Canada,Skinceuticals Physical Fusion UV Defense SPF 50 125ml,2024-02-26,4502.81,133
Gonçalo Rodrigues,Thailand,Drunk Elephant Virgin Marula Luxury Face Oil 60ml,2021-08-19,719.01,53
Tiago Almeida,Canada,Murad AHA/BHA Exfoliating Cleanser 125ml,2022-07-23,7694.26,193
Diogo Costa,Spain,Pixi Skintreats Rose Caviar Eye Cream 20ml,2024-03-18,7487.31,98
Leonor Jesus,Italy,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 40ml,2020-08-14,5345.86,111
Rodrigo Coelho,Singapore,Bioderma Cicabio Arnica+ Repairing Cream 75ml,2020-06-02,3861.65,60
Francisco Jesus,Thailand,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 56.7g,2021-12-06,460.58,106
Inês Cruz,Brazil,Bioderma Pigmentbio C-Concentrate Brightening Serum 40ml,2024-12-21,1749.88,16
Ana Moreira,Sweden,Skinceuticals Metacell Renewal B3 200ml,2021-07-04,2469.74,42
Mariana Soares,Italy,COSRX Advanced Snail 92 All in One Cream 200ml,2022-10-05,2981.16,148
Leonor Martins,Mexico,La Roche-Posay Toleriane Hydrating Gentle Cleanser 20ml,2023-12-26,934.93,104
Tiago Jesus,United States,First Aid Beauty Ultra Repair Cream 250ml,2020-01-16,26168.25,392
Francisco Mendes,Sweden,Kiehl's Super Multi-Corrective Anti-Aging Face & Neck Cream 125ml,2023-10-02,3878.73,78
Dinis Carvalho,Argentina,Avène PhysioLift Night Smoothing Balm 125ml,2023-10-14,5486.33,221
Inês Ferreira,Thailand,Pixi +C VIT Brightening Serum 50ml,2020-03-08,7644.01,66
Francisco Coelho,Chile,Murad Retinol Youth Renewal Serum 30g,2024-03-07,1946.96,28
Pedro Pereira,Singapore,Bioderma Atoderm Intensive Baume 56.7g,2023-06-26,13045.03,229
Martim Silva,China,Paula's Choice DEFENSE Antioxidant Pore Purifier 250ml,2023-12-15,10407.05,244
Afonso Sousa,India,First Aid Beauty Ultra Repair Tinted Moisturizer SPF 30 40ml,2020-07-26,3036.17,92
Afonso Monteiro,Brazil,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 30ml,2021-06-14,43546.51,383
Joana Santos,Argentina,Neutrogena Hydro Boost Water Gel 50ml,2022-08-01,13267.76,148
Sofia Carvalho,France,Estée Lauder Revitalizing Supreme+ Moisturizer 20ml,2023-09-25,2862.49,33
Maria Coelho,China,Tatcha The Eye Concentrate 15ml,2020-06-16,3410.41,63
Clara Mendes,Poland,Neutrogena Bright Boost Gel Cream 15ml,2022-07-27,813.3,21
Rodrigo Cruz,Argentina,CeraVe Eye Repair Cream 100ml,2024-12-08,11695.1,133
João Cardoso,Italy,Kiehl's Ultra Facial Cream 200ml,2021-11-09,1302.08,34
Mariana Martins,United States,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 40ml,2022-10-01,18197.26,466
Mariana Neves,Chile,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 15ml,2023-04-06,8254.51,136
Rodrigo Teixeira,China,The Ordinary Hyaluronic Acid 2% + B5 60ml,2020-04-18,3153.1,52
Rafael Martins,China,CeraVe Skin Renewing Night Cream 50ml,2023-05-20,2977.7,37
Sofia Martins,Argentina,Neutrogena Cellular Boost Concentrate Serum 60ml,2022-01-03,13422.42,129
Joana Santos,Singapore,Neutrogena Rapid Wrinkle Repair Retinol Cream 60ml,2024-05-18,9568.11,82
Sofia Gomes,Brazil,Tatcha The Clarifying Clay Mask 60ml,2023-08-13,2496.3,69
Rafael Pereira,Chile,Neutrogena Hydro Boost Eye Gel-Cream 250ml,2020-11-24,7832.06,129
Francisco Mendes,Singapore,REN Clean Skincare Radiance Perfection Serum 100ml,2020-06-29,28136.49,343
Sofia Gomes,Sweden,Tatcha The Dewy Skin Cream 50ml,2021-03-16,954.92,34
Tomás Almeida,Thailand,Pixi Overnight Glow Serum 15ml,2022-12-07,4807.47,80
Rafael Martins,Netherlands,Olay Eyes Ultimate Eye Cream 100ml,2024-01-27,772.86,23
Sofia Carvalho,South Korea,Avène Eau Thermale Spray 30g,2020-01-15,2013.65,36
Clara Monteiro,Singapore,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 50ml,2021-11-14,348.28,87
Rodrigo Pereira,South Korea,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 150ml,2020-01-04,9819.86,225
Inês Cardoso,United Kingdom,COSRX Advanced Snail 92 All in One Cream 340g,2020-09-18,15286.87,144
Laura Soares,Singapore,First Aid Beauty Pure Skin Face Cleanser 75ml,2024-04-20,5275.79,78
Inês Ribeiro,Indonesia,Tatcha The Water Cream 40ml,2020-04-20,8258.47,76
Inês Monteiro,Mexico,The Ordinary Natural Moisturising Factors + HA 125ml,2020-06-16,6879.92,83
Laura Soares,Argentina,Estée Lauder Advanced Night Repair Serum 15ml,2024-05-04,372.45,108
Tomás Almeida,Thailand,Bioderma Atoderm Intensive Baume 20ml,2024-08-18,7315.25,86
Pedro Pereira,United Kingdom,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 15ml,2024-08-21,16025.07,177
Sara Mendes,India,CeraVe Hydrating Cleanser 100ml,2021-11-26,986.02,46
Rodrigo Cruz,Philippines,Drunk Elephant Protini Polypeptide Cream 20ml,2021-09-03,2842.07,71
Martim Rodrigues,Chile,Drunk Elephant Virgin Marula Luxury Face Oil 250ml,2023-11-25,1477.33,64
Mariana Cruz,France,COSRX Advanced Snail 96 Mucin Power Essence 150ml,2024-03-14,13648.05,162
Carolina Marques,Sweden,Murad Hydro-Dynamic Ultimate Moisture 30g,2024-06-30,6820.17,311
Diogo Ribeiro,Colombia,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 75ml,2024-02-27,425.54,10
Matilde Moreira,Indonesia,Skinceuticals Discoloration Defense Serum 250ml,2023-06-15,29699.35,378
Lucas Santos,Indonesia,Kiehl's Midnight Recovery Concentrate 30g,2023-12-23,1868.34,94
Sara Mendes,South Korea,Sunday Riley Tidal Brightening Enzyme Water Cream 60ml,2021-05-23,7045.23,110
Tomás Almeida,Indonesia,Avène Cleanance Expert Emulsion 50ml,2024-07-20,2724.71,147
Dinis Cardoso,Canada,Avène Eau Thermale Spray 40ml,2021-06-24,10538.49,134
Rodrigo Cruz,United Kingdom,Olay Luminous Whip Face Moisturiser 60ml,2020-08-01,3184.25,59
João Martins,Italy,REN Clean Skincare Evercalm Global Protection Day Cream 50ml,2023-08-04,932.58,42
Tomás Correia,Colombia,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 20ml,2022-03-20,1288.99,128
Sara Mendes,Italy,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 340g,2024-10-26,10207.11,109
Catarina Jesus,India,Avène PhysioLift Night Smoothing Balm 150ml,2023-06-03,8222.89,117
Margarida Cardoso,Poland,The Ordinary AHA 30% + BHA 2% Peeling Solution 250ml,2022-04-12,4499.53,59
Carolina Vieira,Brazil,REN Clean Skincare V-Cense Revitalising Eye Cream 125ml,2021-01-09,6090.9,108
Leonor Coelho,Argentina,Kiehl's Ultra Facial Cream 60ml,2024-01-20,12365.78,134
Afonso Neves,Spain,Avène XeraCalm A.D Lipid-Replenishing Cream 50ml,2020-12-17,7249.47,230
Laura Soares,Canada,Pixi Overnight Glow Serum 200ml,2023-03-11,3226.17,137
João Martins,South Korea,Drunk Elephant C-Firma Fresh Day Serum 150ml,2020-08-08,3291.2,106
Sofia Martins,Poland,Olay Eyes Ultimate Eye Cream 125ml,2024-07-26,3640.84,141
Catarina Jesus,Mexico,Drunk Elephant C-Firma Fresh Day Serum 50ml,2020-08-22,9171.92,132
Diogo Oliveira,Germany,First Aid Beauty Pure Skin Face Cleanser 30g,2020-08-05,6571.75,103
Gonçalo Ferreira,United States,The Ordinary Retinol 0.5% in Squalane 30g,2021-04-22,9917.87,123
Maria Coelho,United Kingdom,CeraVe AM Facial Moisturising Lotion SPF25 200ml,2020-05-24,22375.26,251
Rodrigo Pinto,South Korea,REN Clean Skincare Perfect Canvas Clean Primer 30g,2023-02-02,10204.88,278
Leonor Pinto,Spain,Bioderma Cicabio Arnica+ Repairing Cream 75ml,2024-02-28,28273.33,480
Sofia Rodrigues,Japan,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 200ml,2022-06-11,2082.0,72
Maria Ferreira,Germany,REN Clean Skincare Vita Mineral Active 7 Eye Gel 150ml,2022-07-22,731.82,34
Carolina Vieira,Singapore,Avène Eau Thermale Spray 250ml,2021-01-14,852.84,16
Beatriz Ferreira,Poland,First Aid Beauty KP Bump Eraser Body Scrub 60ml,2023-11-08,2543.05,98
Matilde Moreira,Italy,Drunk Elephant Virgin Marula Luxury Face Oil 56.7g,2020-08-12,4143.1,102
Inês Nunes,France,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 50ml,2021-11-23,2003.19,66
Afonso Rocha,China,La Roche-Posay Anthelios Invisible Fluid SPF50+ 75ml,2020-12-05,50031.98,540
Miguel Marques,Thailand,First Aid Beauty KP Bump Eraser Body Scrub 15ml,2024-12-09,2800.86,66
Sara Fernandes,China,Avène PhysioLift Night Smoothing Balm 30ml,2021-08-07,6580.92,94
Tiago Cardoso,Argentina,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 40ml,2024-01-12,892.52,64
Margarida Teixeira,Poland,Neutrogena Rapid Wrinkle Repair Retinol Cream 40ml,2024-01-28,846.3,15
Gonçalo Ribeiro,Singapore,Neutrogena Norwegian Formula Face Cream 200ml,2023-02-08,2868.14,71
Rafael Martins,India,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 340g,2023-04-18,2266.23,55
Mariana Cruz,United Kingdom,Sunday Riley Tidal Brightening Enzyme Water Cream 75ml,2023-10-11,7474.25,63
Inês Cruz,Germany,Skinceuticals Phyto Corrective Gel 60ml,2021-02-06,3466.49,254
Leonor Marques,Colombia,Estée Lauder Micro Essence Skin Activating Treatment Lotion 60ml,2020-11-22,13257.93,146
Carolina Pereira,United States,The Ordinary Buffet Multi-Technology Peptide Serum 30ml,2024-07-08,5537.98,56
Afonso Monteiro,Brazil,First Aid Beauty Ultra Repair Firming Collagen Cream 40ml,2021-12-04,5231.08,132
Sara Cruz,United Kingdom,Murad Rapid Resurgence Eye Lift 40ml,2021-11-05,5857.21,103
Mariana Soares,China,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 100ml,2020-07-02,868.33,74
Rafael Mendes,Thailand,Paula's Choice CLINICAL 1% Retinol Treatment 150ml,2024-07-26,7265.89,70
Tiago Gomes,Philippines,Olay Super Serum 5-in-1 56.7g,2023-09-10,3125.41,41
Matilde Carvalho,Canada,Olay Eyes Ultimate Eye Cream 340g,2022-10-31,994.88,28
Mariana Martins,India,Tatcha The Dewy Skin Cream 200ml,2023-05-08,36851.46,353
João Mendes,Indonesia,REN Clean Skincare Perfect Canvas Clean Primer 30ml,2022-09-07,5469.19,84
Rafael Mendes,United States,Clinique Repairwear Laser Focus Eye Cream 40ml,2023-04-23,5331.46,56
Carolina Ferreira,Netherlands,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 340g,2021-07-29,15957.56,215
Catarina Jesus,Thailand,Neutrogena Norwegian Formula Face Cream 30g,2020-07-17,197.95,26
Pedro Cruz,France,Murad Vita-C Glycolic Brightening Serum 250ml,2023-08-07,1460.1,19
Rodrigo Coelho,United Kingdom,Drunk Elephant Lala Retro Whipped Cream 125ml,2021-08-26,4540.99,244
Tomás Neves,Poland,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 15ml,2024-09-11,8373.47,132
Mariana Martins,Netherlands,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 30ml,2022-04-10,419.97,16
Beatriz Ferreira,Netherlands,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 30g,2020-09-05,1095.83,30
Francisco Mendes,Indonesia,Clinique Smart Night Custom-Repair Moisturiser 40ml,2023-05-13,5391.98,352
Margarida Pereira,Canada,Skinceuticals Phyto Corrective Gel 30g,2021-11-04,6286.6,104
Mariana Cruz,Brazil,Tatcha The Clarifying Clay Mask 125ml,2024-10-03,7257.71,72
Matilde Moreira,Chile,Drunk Elephant B-Hydra Intensive Hydration Serum 75ml,2020-07-06,8911.87,108
Tiago Almeida,South Korea,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 30g,2020-10-14,2745.08,59
Leonor Coelho,Japan,Skinceuticals Physical Fusion UV Defense SPF 50 56.7g,2020-09-27,696.96,148
Margarida Mendes,Philippines,Murad Vita-C Glycolic Brightening Serum 56.7g,2021-10-30,3322.38,39
Tomás Correia,Canada,Bioderma Sensibio Light Soothing Cream 40ml,2020-03-28,9921.35,273
Maria Ferreira,Indonesia,Skinceuticals Discoloration Defense Serum 40ml,2021-05-10,4100.15,62
Francisco Almeida,Thailand,Clinique Smart Night Custom-Repair Moisturiser 150ml,2022-03-27,31580.65,451
Carolina Pereira,South Korea,First Aid Beauty KP Bump Eraser Body Scrub 20ml,2021-09-26,11112.42,138
Miguel Marques,Argentina,Olay Regenerist Collagen Peptide24 Serum 15ml,2023-07-24,1248.16,47
Afonso Oliveira,Netherlands,Olay Super Serum 5-in-1 60ml,2021-11-18,4771.29,110
Joana Costa,Mexico,Murad Retinol Youth Renewal Serum 15ml,2024-05-10,6437.47,255
Lucas Costa,France,The Ordinary Glycolic Acid 7% Toning Solution 56.7g,2021-04-29,14408.74,240
Maria Coelho,United States,La Roche-Posay Effaclar Mat Moisturiser 150ml,2023-05-29,6189.48,65
Rodrigo Pereira,Spain,Murad AHA/BHA Exfoliating Cleanser 60ml,2021-12-22,9446.9,111
Afonso Martins,United Kingdom,Sunday Riley Tidal Brightening Enzyme Water Cream 125ml,2024-09-11,10528.57,116
Sofia Carvalho,Sweden,REN Clean Skincare Overnight Glow Dark Spot Sleeping Cream 250ml,2024-10-10,2567.57,58
Margarida Silva,United Kingdom,Olay Vitamin C + Peptide 24 Face Moisturizer 75ml,2023-11-25,8376.61,128
Afonso Sousa,South Korea,Kiehl's Creamy Eye Treatment with Avocado 15ml,2022-02-20,15418.82,246
Francisco Almeida,China,Estée Lauder Micro Essence Skin Activating Treatment Lotion 60ml,2020-03-11,3400.88,59
Afonso Neves,Spain,Neutrogena Cellular Boost Concentrate Serum 40ml,2020-05-19,8619.5,83
